lot_id,suffix,event_code,species,genus,epithet,clade,family,development,habitat,fixation_method,specimen_count,parts,vial,operculum,specimen_notes,photos_org,identification_by,voucher,second_voucher_clip
PAN22E034S1081,,PAN22E034,Helicina beatrix confusa,Helicina,beatrix confusa,Neritimorpha,Helicinidae,,arboreal,Ethanol,1,Ethanol: foot/head clip; whole body/shell,glass,closed,"clean cut with entire foot and head, looks nice",Hubert in situ; Tau cel: IMG_2202-IMG_2226,Tauana Cunha,USNM1665001,
